coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date,price_volatility,price_momentum,price_change_abs,volume_trend,volume_momentum,volume_to_mcap_ratio,mcap_change,price_pct_change,price_1h_pct,price_24h_pct,price_7d_pct,liquidity_score,market_stability,price_efficiency
Akash Network,AKT,1.09,0.016,-0.001,0.019,1755865.0,145104697.0,2022-03-16,0.0,398.90378480311614,0.8715210000000001,0.0,-75.85499617926817,1.2100676520485067,0.0,398.90378480311614,0.016,-0.001,0.019,0.00022624868690744948,1.0,1610885.3211009174
Akash Network,AKT,1.14,0.013,0.039,0.005,1488453.0,150977820.0,2022-03-17,0.04587155963302725,4.587155963302725,0.04999999999999982,-0.15229644648079432,-15.229644648079432,0.9858752762491868,0.040475071596062895,4.587155963302725,0.013,0.039,0.005,0.00019179181587049908,0.9561403508771932,1305660.5263157897
Alchemix,ALCX,95.14,0.0279999999999999,-0.042,-0.125,8581305.0,111651916.0,2022-03-16,0.0,8245.614035087721,94.0,0.0,476.52509014392797,7.685766001543583,0.0,8245.614035087721,0.0279999999999999,-0.042,-0.125,0.0011057279393360713,1.0,90196.60500315325
Alchemix,ALCX,96.93,-0.001,0.023,-0.144,6978992.0,114928689.0,2022-03-17,0.018814378810174448,1.8814378810174448,1.7900000000000063,-0.1867213669715737,-18.67213669715737,6.0724541980984394,0.029348112575157348,1.8814378810174448,-0.001,0.023,-0.144,0.0008992649070045787,0.9815330650985248,72000.33013514907
Alchemix USD,ALUSD,0.997171,-0.001,-0.001,0.0,3032734.0,208898318.0,2022-03-16,0.0,-98.97124626018777,95.93282900000001,0.0,-56.54481334840332,1.451775212474425,0.0,-98.97124626018777,-0.001,-0.001,0.0,0.0003907772438311469,1.0,3041337.9450465366
Alchemix USD,ALUSD,0.998794,-0.0,0.0,0.001,142769.0,208931720.0,2022-03-17,0.0016276044931109457,0.16276044931109457,0.00162299999999993,-0.9529239953124804,-95.29239953124804,0.06833285055998199,0.00015989597388710308,0.16276044931109457,-0.0,0.0,0.001,1.8396231362371056e-05,0.9983750402986001,142941.3873130996
Alchemy Pay,ACH,0.040564968565,0.018,0.035,-0.003,9350241.0,166194387.0,2022-03-16,0.0,-95.93860510125211,0.9582290314349999,0.0,6449.209562299939,5.626087119296033,0.0,-95.93860510125211,0.018,0.035,-0.003,0.0012048077434872256,1.0,230500388.1617084
Alchemy Pay,ACH,0.040004817834,0.005,-0.013,-0.045,6824925.0,164599197.0,2022-03-17,0.013808730804325209,-1.3808730804325209,0.000560150730999999,-0.27008031129892807,-27.008031129892807,4.14639021598629,-0.009598338600929956,-1.3808730804325209,0.005,-0.013,-0.045,0.0008794128930708367,0.9863793530428865,170602576.6276459
Algorand,ALGO,0.731009,0.025,0.0139999999999999,-0.01,151572159.0,4824820884.0,2022-03-16,0.0,1727.3024090081399,0.691004182166,0.0,2120.861899581314,3.1415085169822854,0.0,1727.3024090081399,0.025,0.0139999999999999,-0.01,0.019530545882215974,1.0,207346501.8898536
Algorand,ALGO,0.755697,0.013,0.034,-0.017,138333415.0,5010872275.0,2022-03-17,0.03377249801302029,3.377249801302029,0.024687999999999932,-0.08734284770595635,-8.734284770595636,2.7606653574102524,0.03856130527393886,3.377249801302029,0.013,0.034,-0.017,0.01782469238761139,0.967330821744694,183054074.58280239
Alien Worlds,TLM,0.096545880435,0.036,0.039,-0.002,44383919.0,119120382.0,2022-03-16,0.0,-87.22426045954926,0.6591511195649999,0.0,-67.91525821870297,37.25971849217206,0.0,-87.22426045954926,0.036,0.039,-0.002,0.005719006525875621,1.0,459718413.6705004
Alien Worlds,TLM,0.099181828389,0.008,0.0279999999999999,-0.019,53533075.0,123122031.0,2022-03-17,0.027302541984426387,2.7302541984426387,0.0026359479540000036,0.20613673163922286,20.613673163922286,43.47968805030515,0.03359331906776464,2.7302541984426387,0.008,0.0279999999999999,-0.019,0.006897903839343009,0.9734230756095605,539746805.1308602
AllianceBlock,ALBT,0.222035,0.025,0.075,0.046,594392.0,85612394.0,2022-03-16,0.0,123.8666130746843,0.12285317161100001,0.0,-98.88967334680476,0.6942826525794852,0.0,123.8666130746843,0.025,0.075,0.046,7.658926484000348e-05,1.0,2677019.3888350935
AllianceBlock,ALBT,0.229837,-0.003,0.038,0.053,380133.0,88953339.0,2022-03-17,0.03513860427410087,3.513860427410087,0.007802000000000003,-0.36046750292736107,-36.04675029273611,0.4273397764191854,0.039024081022661194,3.513860427410087,-0.003,0.038,0.053,4.8981323792085094e-05,0.9660542036312691,1653924.302875516
Alpha Finance,ALPHA,0.279294,0.018,0.054,0.021,7405255.0,124373230.0,2022-03-16,0.0,21.518293399235098,0.04945699999999997,0.0,1848.06949146746,5.954058602482222,0.0,21.518293399235098,0.018,0.054,0.021,0.0009541902253105022,1.0,26514192.929314632
Alpha Finance,ALPHA,0.280024,0.003,0.004,-0.003,5728562.0,125007857.0,2022-03-17,0.002613733198708168,0.2613733198708168,0.0007300000000000084,-0.22641934680169695,-22.641934680169694,4.582561558510678,0.0051026012591295355,0.2613733198708168,0.003,0.004,-0.003,0.0007381430977711343,0.9973930805930921,20457396.50887067
Alpine F1 Team Fan Token,ALPINE,8.76,0.003,0.049,1.7180000000000002,153521893.0,99922202.0,2022-03-16,0.0,3028.3032882895754,8.479976,0.0,2579.9377051343777,153.64142295422994,0.0,3028.3032882895754,0.003,0.049,1.7180000000000002,0.01978177519501554,1.0,17525330.251141552
Alpine F1 Team Fan Token,ALPINE,10.0,0.002,0.142,0.953,226663985.0,114038968.0,2022-03-17,0.14155251141552516,14.155251141552515,1.2400000000000002,0.4764277626514155,47.64277626514155,198.7601159280922,0.14127757112478356,14.155251141552515,0.002,0.142,0.953,0.029206362092450065,0.876,22666398.5
Amp,AMP,0.025036137658,0.018,0.0069999999999999,0.003,8084731.0,1198878147.0,2022-03-16,0.0,-99.74963862342,9.974963862342,0.0,-96.43316471295606,0.6743580254782974,0.0,-99.74963862342,0.018,0.0069999999999999,0.003,0.0010417428291753358,1.0,322922453.5525199
Amp,AMP,0.025125131288,-0.002,0.005,-0.033,6754386.0,1207186380.0,2022-03-17,0.0035546069931262636,0.35546069931262636,8.89936299999991e-05,-0.1645503109503581,-16.45503109503581,0.5595147619210217,0.006930006206877781,0.35546069931262636,-0.002,0.005,-0.033,0.0008703237227042285,0.9964579834835529,268829878.8403131
Ampleforth,AMPL,1.12,0.019,0.146,0.235,9846521.0,91484573.0,2022-03-16,0.0,4357.688149613462,1.094874868712,0.0,45.779660801144615,10.763039796884662,0.0,4357.688149613462,0.019,0.146,0.235,0.0012687549708301187,1.0,8791536.607142856
Ampleforth,AMPL,1.07,0.0,-0.049,0.104,1359111.0,88008725.0,2022-03-17,0.044642857142857206,-4.464285714285721,0.050000000000000044,-0.8619704360555368,-86.19704360555367,1.5442912052185735,-0.03799381563490489,-4.464285714285721,0.0,-0.049,0.104,0.00017512569537605146,0.9572649572649572,1270197.196261682
Anchor Protocol,ANC,3.1,0.06,0.088,-0.18,107525684.0,807556039.0,2022-03-16,0.0,189.7196261682243,2.0300000000000002,0.0,7811.471837105284,13.314950146760033,0.0,189.7196261682243,0.06,0.088,-0.18,0.013855020069211101,1.0,34685704.51612903
Anchor Protocol,ANC,2.85,-0.005,-0.083,-0.335,77859396.0,754479150.0,2022-03-17,0.08064516129032262,-8.064516129032262,0.25,-0.2758995515899253,-27.58995515899253,10.319621953767708,-0.06572533228248201,-8.064516129032262,-0.005,-0.083,-0.335,0.010032426244846343,0.9253731343283582,27319086.315789472
Ankr,ANKR,0.072181812557,0.023,0.016,-0.064,40789205.0,587511707.0,2022-03-16,0.0,-97.4673048225614,2.777818187443,0.0,-47.611711501075604,6.942705058301077,0.0,-97.4673048225614,0.023,0.016,-0.064,0.005255816404591909,1.0,565089785.848615
Ankr,ANKR,0.072733294373,0.001,0.0069999999999999,-0.05,21277459.0,594634282.0,2022-03-17,0.0076401768875573595,0.764017688755736,0.0005514818159999962,-0.4783556335554958,-47.83556335554958,3.5782429039299823,0.012123290336408576,0.764017688755736,0.001,0.0069999999999999,-0.05,0.0027416670185219784,0.9924177528220871,292540839.56217176
Ankr Reward-Bearing Staked ETH,AETHC,2196.39,0.021,0.002,-0.02,1309490.0,116894099.0,2022-03-16,0.0,3019686.218861746,2196.317266705627,0.0,-93.84564670057641,1.1202361891681119,0.0,3019686.218861746,0.021,0.002,-0.02,0.0001687318746136155,1.0,596.2010389775951
Ankr Reward-Bearing Staked ETH,AETHC,2254.71,0.005,0.027,-0.035,103476.0,120703323.0,2022-03-17,0.026552661412590828,2.655266141259083,58.320000000000164,-0.9209799234816608,-92.09799234816607,0.08572754869391624,0.03258696574580733,2.655266141259083,0.005,0.027,-0.035,1.3333205643050715e-05,0.9741341458546774,45.893263435208965
Aragon,ANT,4.62,0.027,0.05,0.051,31404911.0,176410722.0,2022-03-16,0.0,-99.7950955998776,2250.09,0.0,30249.946847578183,17.80215547216002,0.0,-99.7950955998776,0.027,0.05,0.051,0.0040466208257441865,1.0,6797599.783549784
Aragon,ANT,4.6,0.005,-0.0069999999999999,-0.032,20342438.0,174947342.0,2022-03-17,0.0043290043290044045,-0.43290043290044045,0.020000000000000462,-0.35225296451246113,-35.225296451246116,11.627749108643217,-0.008295300781094195,-0.43290043290044045,0.005,-0.0069999999999999,-0.032,0.0026211866436179334,0.9956896551724136,4422269.130434783
Ardor,ARDR,0.192938,0.0139999999999999,0.02,-0.011,6272018.0,191059042.0,2022-03-16,0.0,-95.80569565217391,4.407062,0.0,-69.16781557844737,3.2827642881198993,0.0,-95.80569565217391,0.0139999999999999,0.02,-0.011,0.0008081690999933865,1.0,32507945.557640277
Ardor,ARDR,0.194427,-0.004,0.008,-0.043,5019344.0,194331101.0,2022-03-17,0.00771750510526692,0.771750510526692,0.0014889999999999903,-0.1997242354852936,-19.97242354852936,2.582882500109954,0.01712590498595712,0.771750510526692,-0.004,0.008,-0.043,0.0006467581443543696,0.9923415986462786,25816085.214502104
Ark,ARK,0.834377,0.0069999999999999,0.017,-0.0279999999999999,2749604.0,137522294.0,2022-03-16,0.0,329.14667201571797,0.63995,0.0,-45.21985343104596,1.9993878228936466,0.0,329.14667201571797,0.0069999999999999,0.017,-0.0279999999999999,0.0003542950594239709,1.0,3295397.643990666
Ark,ARK,0.855048,0.008,0.024,-0.053,2191914.0,139681382.0,2022-03-17,0.024774172825952734,2.4774172825952734,0.020670999999999995,-0.20282557051851835,-20.282557051851835,1.5692241647494583,0.015699912626530255,2.4774172825952734,0.008,0.024,-0.053,0.0002824349618644117,0.9758247490199381,2563498.189575322
Arweave,AR,32.52,-0.003,0.074,0.002,50636342.0,1637697784.0,2022-03-16,0.0,3703.295253599798,31.664952000000003,0.0,2210.1427337021432,3.091922239543068,0.0,3703.295253599798,-0.003,0.074,0.002,0.006524650748945126,1.0,1557083.0873308731
Arweave,AR,33.62,0.016,0.034,-0.107,39217699.0,1683869236.0,2022-03-17,0.03382533825338241,3.382533825338241,1.0999999999999943,-0.22550292041237896,-22.550292041237896,2.329022833932219,0.028192901310050145,3.382533825338241,0.016,0.034,-0.107,0.0050533229503871855,0.9672813801308746,1166499.0779298039
AscendEx Token,ASD,0.210282,0.006,-0.012,-0.03,2234800.0,154656421.0,2022-03-16,0.0,-99.37453301606187,33.409718,0.0,-94.30155246997025,1.4450095156411256,0.0,-99.37453301606187,0.006,-0.012,-0.03,0.0002879609568507648,1.0,10627633.368524173
AscendEx Token,ASD,0.209002,-0.002,-0.001,-0.047,1996023.0,155507488.0,2022-03-17,0.0060870640378158924,-0.6087064037815892,0.0012800000000000034,-0.10684490782172906,-10.684490782172906,1.283554268460693,0.005502952897118885,-0.6087064037815892,-0.002,-0.001,-0.047,0.00025719379495978795,0.9939497641353362,9550257.892268974
Astar,ASTR,0.10323,0.009,0.0069999999999999,0.032,7991761.0,205235595.0,2022-03-16,0.0,-50.60812815188371,0.10577199999999999,0.0,300.38421400955804,3.8939449075585544,0.0,-50.60812815188371,0.009,0.0069999999999999,0.032,0.0010297633544311012,1.0,77417039.62026542
Astar,ASTR,0.107755,-0.001,0.044,0.027,8916820.0,218062741.0,2022-03-17,0.04383415673738256,4.383415673738256,0.004525000000000001,0.11575158466325508,11.575158466325508,4.089107547263198,0.06249961659915759,4.383415673738256,-0.001,0.044,0.027,0.0011489600945346502,0.9580065890213911,82750870.02923298
Astroport,ASTRO,2.02,0.034,-0.001,0.396,5991169.0,249658255.0,2022-03-16,0.0,1774.6229873323741,1.912245,0.0,-32.81047503482183,2.399748007531335,0.0,1774.6229873323741,0.034,-0.001,0.396,0.0007719808295572935,1.0,2965925.2475247523
Astroport,ASTRO,1.81,-0.002,-0.104,0.095,8759702.0,227045274.0,2022-03-17,0.10396039603960394,-10.396039603960395,0.20999999999999996,0.46210230424145937,46.210230424145934,3.8581300749735052,-0.09057573922400441,-10.396039603960395,-0.002,-0.104,0.095,0.0011287149497259522,0.905829596412556,4839614.364640884
Audius,AUDIO,0.735289,0.027,0.026,0.02,7909768.0,447883958.0,2022-03-16,0.0,-59.37629834254143,1.0747110000000002,0.0,-9.702772993875818,1.7660306556458536,0.0,-59.37629834254143,0.027,0.026,0.02,0.0010191983004061034,1.0,10757359.351221085
Audius,AUDIO,0.743362,0.001,0.01,-0.046,6575647.0,457745959.0,2022-03-17,0.010979356416320751,1.0979356416320751,0.008072999999999997,-0.16866752602604784,-16.866752602604784,1.4365275914975364,0.022019098527302106,1.0979356416320751,0.001,0.01,-0.046,0.0008472926445466534,0.9891398807041522,8845820.744132739
Augur,REP,13.43,0.019,0.02,-0.015,7904878.0,93213520.0,2022-03-16,0.0,1706.656783639734,12.686638,0.0,20.214451901082885,8.480398551626417,0.0,1706.656783639734,0.019,0.02,-0.015,0.0010185682086399498,1.0,588598.5107967238
Augur,REP,13.56,0.001,0.01,-0.0409999999999999,5896456.0,94396497.0,2022-03-17,0.00967982129560685,0.967982129560685,0.13000000000000078,-0.25407375041082225,-25.407375041082226,6.246477557318679,0.012691045247513522,0.967982129560685,0.001,0.01,-0.0409999999999999,0.0007597767638215649,0.9904129793510325,434841.88790560473
Aurora,AURORA,6.85,-0.001,-0.02,-0.059,1292731.0,155499279.0,2022-03-16,0.0,-49.48377581120944,6.710000000000001,0.0,-78.07613590265068,0.831342118312973,0.0,-49.48377581120944,-0.001,-0.02,-0.059,0.0001665724251434786,1.0,188719.85401459856
Aurora,AURORA,7.35,-0.001,0.072,-0.069,1298850.0,167615843.0,2022-03-17,0.07299270072992692,7.299270072992692,0.5,0.004733390009213023,0.4733390009213023,0.7748969171130202,0.07792038701349857,7.299270072992692,-0.001,0.072,-0.069,0.00016736087739646315,0.9319727891156463,176714.2857142857
Aurory,AURY,8.02,0.006,0.002,-0.008,1527291.0,76264310.0,2022-03-16,0.0,9.115646258503407,0.6699999999999999,0.0,17.587943180505828,2.0026287525580444,0.0,9.115646258503407,0.006,0.002,-0.008,0.00019679621341934912,1.0,190435.2867830424
Aurory,AURY,8.09,-0.001,0.008,0.004,1438567.0,76843664.0,2022-03-17,0.008728179551122262,0.8728179551122262,0.07000000000000028,-0.0580924002040214,-5.8092400204021395,1.8720697649190698,0.00759665956461153,0.8728179551122262,-0.001,0.008,0.004,0.00018536384903075628,0.9913473423980221,177820.3955500618
Automata,ATA,0.367835,0.031,0.0409999999999999,0.035,10518480.0,83514063.0,2022-03-16,0.0,-95.45321384425216,7.7221649999999995,0.0,631.1776232876189,12.594860820027401,0.0,-95.45321384425216,0.031,0.0409999999999999,0.035,0.0013553389857775338,1.0,28595647.504995443
Automata,ATA,0.368096,0.004,0.004,-0.003,3784037.0,83651315.0,2022-03-17,0.0007095572743212042,0.07095572743212042,0.0002609999999999557,-0.6402486861219492,-64.02486861219492,4.523583400930398,0.0016434597368348847,0.07095572743212042,0.004,0.004,-0.003,0.0004875849808836126,0.9992909458402157,10280027.49282796
Avalanche,AVAX,73.69,0.034,0.032,0.011,866838890.0,19563622731.0,2022-03-16,0.0,19919.23411284013,73.321904,0.0,22807.78050003211,4.430871019744364,0.0,19919.23411284013,0.034,0.032,0.011,0.1116948971719415,1.0,11763317.817885738
Avalanche,AVAX,79.78,0.002,0.083,0.027,1386901493.0,21282040395.0,2022-03-17,0.08264350658162578,8.264350658162577,6.090000000000003,0.599953012029721,59.995301202972094,6.516769385165901,0.08783739533460944,8.264350658162577,0.002,0.083,0.027,0.17870658715859775,0.9236650789671597,17384074.868388068
Avalaunch,XAVA,3.78,0.0289999999999999,0.032,-0.022,709787.0,84389747.0,2022-03-16,0.0,-95.26197041865129,76.0,0.0,-99.94882210426749,0.8410820333422732,0.0,-95.26197041865129,0.0289999999999999,0.032,-0.022,9.145827084313307e-05,1.0,187774.33862433865
Avalaunch,XAVA,3.92,-0.002,0.034,-0.024,1323970.0,86912829.0,2022-03-17,0.03703703703703698,3.703703703703698,0.14000000000000012,0.8653060706944478,86.53060706944477,1.5233309227570995,0.02989796852928106,3.703703703703698,-0.002,0.034,-0.024,0.0001705976678189131,0.9642857142857143,337747.44897959183
Axie Infinity,AXS,50.46,0.036,0.062,0.089,288996469.0,3733676299.0,2022-03-16,0.0,1187.2448979591836,46.54,0.0,21728.022462744626,7.740265782478321,0.0,1187.2448979591836,0.036,0.062,0.089,0.03723809725243081,1.0,5727238.78319461
Axie Infinity,AXS,50.9,0.006,0.01,0.044,229754416.0,3771229668.0,2022-03-17,0.008719778042013404,0.8719778042013404,0.4399999999999977,-0.20499230736275886,-20.499230736275887,6.092294456355555,0.01005801413744889,0.8719778042013404,0.006,0.01,0.044,0.02960457377485621,0.9913555992141454,4513839.214145383
BENQI,QI,0.049616183289,0.036,0.011,-0.023,9851172.0,77090931.0,2022-03-16,0.0,-99.90252223322396,50.850383816711,0.0,-95.71230352325415,12.778639292863126,0.0,-99.90252223322396,0.036,0.011,-0.023,0.0012693542667001352,1.0,198547557.40923795
BENQI,QI,0.050743317046,0.0,0.024,-0.048,8530801.0,79411049.0,2022-03-17,0.02271705887643094,2.271705887643094,0.0011271337569999998,-0.13403186950750634,-13.403186950750634,10.742586966707869,0.030095861729831697,2.271705887643094,0.0,0.024,-0.048,0.0010992203412669864,0.9777875428210925,168116739.24009797
BENQI Liquid Staked AVAX,SAVAX,73.3,0.035,0.036,0.003,232010.0,108588792.0,2022-03-16,0.0,144352.5195969192,73.249256682954,0.0,-97.2803257279123,0.21365925131573432,0.0,144352.5195969192,0.035,0.036,0.003,2.9895212814992812e-05,1.0,3165.211459754434
BENQI Liquid Staked AVAX,SAVAX,79.79,-0.0,0.095,0.0289999999999999,1138158.0,119637582.0,2022-03-17,0.08854024556616658,8.854024556616658,6.490000000000009,3.905641998189733,390.5641998189733,0.9513381840164573,0.10174889872612258,8.854024556616658,-0.0,0.095,0.0289999999999999,0.00014665521153004864,0.9186614864018047,14264.41910013786
BNB,BNB,383.43,0.018,0.0279999999999999,0.004,1395853984.0,64043816800.0,2022-03-16,0.0,380.5489409700464,303.64,0.0,122541.49476610453,2.1795296622608538,0.0,380.5489409700464,0.018,0.0279999999999999,0.004,0.17986014357284416,1.0,3640440.1950812405
BNB,BNB,389.61,0.002,0.016,-0.01,1425353937.0,65561157431.0,2022-03-17,0.016117674673343352,1.6117674673343352,6.180000000000007,0.021133982019712505,2.1133982019712505,2.174082936989203,0.02369222677246796,1.6117674673343352,0.002,0.016,-0.01,0.18366130461317554,0.984137984137984,3658412.0967120966
